Date,Chamber 1 Temperature
1/30/2018,58.1
1/30/2018,58.2
1/30/2018,58
1/30/2018,58.1
1/30/2018,58.2
1/30/2018,58.1
1/30/2018,58.2
1/30/2018,58.2
1/30/2018,58
1/30/2018,58.2
1/30/2018,58.2
1/30/2018,58.2
1/30/2018,58
1/30/2018,58
1/30/2018,58
1/30/2018,58.2
1/30/2018,58
1/30/2018,58
1/30/2018,57.9
1/30/2018,58
1/30/2018,58
1/30/2018,58
1/30/2018,58
1/30/2018,57.9
1/30/2018,57.9
1/30/2018,57.8
1/30/2018,58
1/30/2018,57.9
1/30/2018,57.9
1/30/2018,57.9
1/30/2018,57.9
1/30/2018,58
1/30/2018,58
1/30/2018,58
1/30/2018,58
1/30/2018,58
1/30/2018,58.1
1/30/2018,58.1
1/30/2018,57.9
1/30/2018,57.9
1/30/2018,57.9
1/30/2018,57.9
1/30/2018,57.9
1/30/2018,58
1/30/2018,57.9
1/30/2018,58
1/30/2018,57.9
1/30/2018,57.9
1/30/2018,57.9
1/30/2018,58
1/30/2018,58
1/30/2018,58
1/30/2018,58
1/30/2018,58.1
1/30/2018,57.9
1/30/2018,57.9
1/30/2018,58
1/30/2018,58
1/30/2018,58.1
1/30/2018,58.1
1/30/2018,57.9
1/30/2018,58
1/30/2018,57.9
1/30/2018,57.9
1/30/2018,58
1/30/2018,57.9
1/30/2018,57.8
1/30/2018,57.9
1/30/2018,57.9
1/30/2018,58.1
1/30/2018,58.1
1/30/2018,58.1
1/30/2018,58.1
1/30/2018,57.9
1/30/2018,57.9
1/30/2018,58.1
1/30/2018,58.1
1/30/2018,58
1/30/2018,58.1
1/30/2018,58.1
1/30/2018,58.1
1/30/2018,58.2
1/30/2018,58.1
1/30/2018,58.1
1/30/2018,58
1/30/2018,57.9
1/30/2018,58
1/30/2018,57.9
1/30/2018,57.9
1/30/2018,58
1/30/2018,58.1
1/30/2018,58
1/30/2018,58.1
1/30/2018,58
1/30/2018,57.8
1/30/2018,58
1/30/2018,58.1
1/30/2018,58.2
1/30/2018,58.1
1/30/2018,57.9
1/30/2018,57.9
